Prod;sucursal actual;Genero;Tipo de credito;Producto de credito;Plazo de credito;Tasa;Montos desembolsados;Tipo de tasa;Clase de deudor;municipio;Edad;MEDIA;MODA ;VARINZA
96;42;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;17,06;112.200.635,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;45;;;
96;197;Femenino;Consumo;Libranza;Mas de 10 años;17,09;134.620.365,00;Tasa Fija;Antiguo;BUCARAMANGA;41;;;
96;660;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,09;38.251.449,17;Tasa Fija;Antiguo;CARTAGENA;53;;;
96;445;Femenino;Consumo;Libranza;Mas de 10 años;16,19;38.366.570,17;Tasa Fija;Antiguo;IPIALES;63;;;
96;558;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,43;111.235.590,28;Tasa Fija;Antiguo;MEDELLIN;59;;;
96;86;Femenino;Consumo;Libranza;Mas de 10 años;16,69;31.092.384,40;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;59;;;
96;910;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,9;40.247.433,33;Tasa Fija;Antiguo;TULUA;55;;;
96;198;Femenino;Consumo;Libranza;Mas de 10 años;16,69;40.362.460,00;Tasa Fija;Antiguo;BUENAVENTURA;70;;;
96;758;Femenino;Consumo;Libranza;Mas de 10 años;16,19;60.050.330,00;Tasa Fija;Antiguo;RIOHACHA;51;;;
96;910;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;5.017.901,25;Tasa Fija;Antiguo;TULUA;59;;;
96;269;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,03;50.207.777,78;Tasa Fija;Antiguo;RIONEGRO;72;;;
96;130;Femenino;Consumo;Libranza;Mas de 10 años;16,69;40.362.460,00;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;61;;;
96;913;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,12;40.334.177,78;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;63;;;
96;992;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;17,79;71.570.654,17;Tasa Fija;Antiguo;BARRANQUILLA;64;;;
96;957;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,9;30.185.575,00;Tasa Fija;Antiguo;VILLAVICENCIO;58;;;
96;236;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,03;11.471.060,00;Tasa Fija;Antiguo;IBAGUE;65;;;
96;79;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,99;6.054.725,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;71;;;
96;79;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,14;31.311.157,33;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;71;;;
96;274;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;20,46;57.445.526,25;Tasa Fija;Antiguo;CALI;39;;;
96;19;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;20,26;71.699.010,83;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;37;;;
96;418;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,26;18.174.340,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;61;;;
96;537;Femenino;Consumo;Libranza;Mas de 10 años;16,69;47.466.451,50;Tasa Fija;Antiguo;MANIZALES;66;;;
96;875;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,14;10.289.583,20;Tasa Fija;Antiguo;CALI;61;;;
96;445;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,25;8.188.558,22;Tasa Fija;Antiguo;IPIALES;49;;;
96;36;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,3;87.830.618,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;59;;;
96;950;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,97;20.219.125,00;Tasa Fija;Antiguo;VILLANUEVA;42;;;
96;330;Femenino;Consumo;Libranza;Mas de 10 años;16,19;141.156.132,55;Tasa Fija;Antiguo;EL BANCO;49;;;
96;716;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,43;141.509.666,67;Tasa Fija;Antiguo;PLANETA RICA;48;;;
96;79;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,12;30.477.534,64;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;59;;;
96;819;Femenino;Consumo;Libranza;Mas de 10 años;16,69;34.697.120,67;Tasa Fija;Antiguo;TOCANCIPA;43;;;
96;819;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;17,32;80.750.400,00;Tasa Fija;Antiguo;TOCANCIPA;64;;;
96;719;Femenino;Consumo;Libranza;Mas de 10 años;17,97;51.086.222,22;Tasa Fija;Antiguo;PLATO;44;;;
96;157;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,38;15.146.289,58;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;66;;;
96;349;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,01;75.242.119,33;Tasa Fija;Nuevo;TUNJA;64;;;
96;362;Femenino;Consumo;Libranza;Mas de 10 años;12,4;171.275.746,11;Tasa Fija;Antiguo;IBAGUE;64;;;
96;479;Femenino;Consumo;Libranza;Mas de 10 años;14,76;142.692.277,78;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;67;;;
96;373;Femenino;Consumo;Libranza;Mas de 10 años;13;220.644.008,67;Tasa Fija;Antiguo;MEDELLIN;66;;;
96;67;Femenino;Consumo;Libranza;Mas de 10 años;16,69;30.660.195,00;Tasa Fija;Antiguo;ARMENIA;48;;;
96;697;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,03;76.284.240,00;Tasa Fija;Antiguo;CUCUTA;62;;;
96;181;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,19;191.316.822,70;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;46;;;
96;66;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,01;40.365.248,89;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;57;;;
96;253;Femenino;Consumo;Libranza;Mas de 10 años;17,97;46.144.000,00;Tasa Fija;Antiguo;CARTAGENA;50;;;
96;253;Femenino;Consumo;Libranza;Mas de 10 años;18,43;111.939.784,50;Tasa Fija;Antiguo;CARTAGENA;41;;;
96;227;Femenino;Consumo;Libranza;Mas de 10 años;17,09;145.257.369,56;Tasa Fija;Antiguo;CALI;52;;;
96;52;Femenino;Consumo;Libranza;Mas de 10 años;14,76;38.336.150,11;Tasa Fija;Antiguo;APARTADO;70;;;
96;541;Femenino;Consumo;Libranza;Entre 31 dias y  1 año;15,99;5.041.458,33;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;64;;;
96;253;Femenino;Consumo;Libranza;Mas de 10 años;16,19;296.446.434,17;Tasa Fija;Antiguo;CARTAGENA;42;;;
96;920;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,47;16.061.372,00;Tasa Fija;Antiguo;TURBO;73;;;
96;650;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,25;15.353.546,67;Tasa Fija;Antiguo;NEIVA;51;;;
96;537;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,25;48.599.572,22;Tasa Fija;Antiguo;MANIZALES;55;;;
96;355;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,01;20.124.516,67;Tasa Fija;Antiguo;BUCARAMANGA;71;;;
96;157;Femenino;Consumo;Libranza;Mas de 10 años;16,69;12.113.916,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;65;;;
96;389;Femenino;Consumo;Libranza;Mas de 10 años;17,85;26.274.697,94;Tasa Fija;Antiguo;GIRARDOT;71;;;
96;837;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,99;10.293.032,50;Tasa Fija;Antiguo;MEDELLIN;69;;;
96;972;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;17,14;6.063.696,00;Tasa Fija;Antiguo;BARRANQUILLA;58;;;
96;349;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,14;35.248.842,22;Tasa Fija;Antiguo;TUNJA;71;;;
96;914;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,03;5.245.378,67;Tasa Fija;Antiguo;TUNJA;67;;;
96;340;Femenino;Consumo;Libranza;Mas de 10 años;14,76;65.474.994,72;Tasa Fija;Antiguo;DUITAMA;62;;;
96;206;Femenino;Consumo;Libranza;Mas de 10 años;16,69;37.609.671,21;Tasa Fija;Nuevo;BUGA;52;;;
96;452;Femenino;Consumo;Libranza;Mas de 10 años;13,7;186.045.200,89;Tasa Fija;Antiguo;DOS QUEBRADAS;52;;;
96;458;Femenino;Consumo;Libranza;Mas de 10 años;16,69;18.147.573,00;Tasa Fija;Antiguo;SANTA ROSA DE CABAL;63;;;
96;572;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,03;5.045.711,11;Tasa Fija;Antiguo;YUMBO;73;;;
96;695;Femenino;Consumo;Libranza;Mas de 10 años;16,69;14.138.943,00;Tasa Fija;Antiguo;PASTO;70;;;
96;695;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,12;31.246.038,39;Tasa Fija;Antiguo;PASTO;69;;;
96;568;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;18,96;60.437.175,00;Tasa Fija;Antiguo;PASTO;61;;;
96;957;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,01;70.522.970,00;Tasa Fija;Antiguo;VILLAVICENCIO;68;;;
96;362;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,34;20.388.005,89;Tasa Fija;Antiguo;IBAGUE;64;;;
96;235;Femenino;Consumo;Libranza;Mas de 10 años;16,69;40.362.460,00;Tasa Fija;Antiguo;CALI;60;;;
96;357;Femenino;Consumo;Libranza;Mas de 10 años;16,69;35.362.460,00;Tasa Fija;Nuevo;ESPINAL;60;;;
96;510;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;18,23;51.147.620,83;Tasa Fija;Nuevo;VALLEDUPAR;45;;;
96;90;Femenino;Consumo;Libranza;Mas de 10 años;16,69;51.208.200,00;Tasa Fija;Antiguo;BARRANQUILLA;69;;;
96;476;Femenino;Consumo;Libranza;Mas de 10 años;16,69;45.194.175,00;Tasa Fija;Antiguo;BARRANQUILLA;45;;;
96;488;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;15,92;10.543.353,33;Tasa Fija;Antiguo;SINCELEJO;71;;;
96;338;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,34;5.246.197,67;Tasa Fija;Antiguo;CHIA;61;;;
96;863;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,34;6.055.843,33;Tasa Fija;Antiguo;BARRANCABERMEJA;65;;;
96;863;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,14;14.105.392,00;Tasa Fija;Antiguo;BARRANCABERMEJA;62;;;
96;153;Femenino;Consumo;Libranza;Mas de 10 años;16,69;91.903.129,50;Tasa Fija;Antiguo;MEDELLIN;68;;;
96;187;Femenino;Consumo;Libranza;Mas de 10 años;16,69;37.335.275,50;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;57;;;
96;157;Femenino;Consumo;Libranza;Mas de 10 años;16,69;29.262.783,50;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;59;;;
96;32;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,92;20.189.928,89;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;69;;;
96;292;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;15,92;30.260.120,00;Tasa Fija;Antiguo;MEDELLIN;66;;;
96;560;Femenino;Consumo;Libranza;Mas de 10 años;16,69;61.631.716,00;Tasa Fija;Antiguo;MEDELLIN;60;;;
96;981;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,91;57.315.981,33;Tasa Fija;Nuevo;YOPAL;43;;;
96;486;Femenino;Consumo;Libranza;Mas de 10 años;16,19;98.174.256,00;Tasa Fija;Antiguo;VALLEDUPAR;42;;;
96;614;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;20,51;22.218.312,11;Tasa Fija;Antiguo;EL PASO;52;;;
96;612;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;17,32;55.565.033,33;Tasa Fija;Antiguo;MONTERIA;53;;;
96;66;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,47;25.213.097,22;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;59;;;
96;472;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,03;12.114.693,33;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;60;;;
96;897;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,3;30.238.683,33;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;59;;;
96;541;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,12;5.045.949,44;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;58;;;
96;850;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;20,58;20.199.088,33;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;41;;;
96;908;Femenino;Consumo;Libranza;Mas de 10 años;14,76;100.576.916,67;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;40;;;
96;440;Femenino;Consumo;Libranza;Entre 31 dias y  1 año;15,3;15.059.670,83;Tasa Fija;Antiguo;QUIBDO;55;;;
96;766;Femenino;Consumo;Libranza;Mas de 10 años;16,69;71.389.430,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;57;;;
96;697;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,09;106.202.165,33;Tasa Fija;Antiguo;CUCUTA;52;;;
96;274;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,3;27.289.134,00;Tasa Fija;Antiguo;CALI;71;;;
96;694;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;18,1;6.159.144,00;Tasa Fija;Nuevo;CARTAGENA;38;;;
96;489;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,03;15.143.366,67;Tasa Fija;Antiguo;VILLAVICENCIO;59;;;
96;612;Femenino;Consumo;Libranza;Mas de 10 años;17,97;22.233.884,44;Tasa Fija;Antiguo;MONTERIA;56;;;
96;362;Femenino;Consumo;Libranza;Entre 31 dias y  1 año;15,9;2.196.105,08;Tasa Fija;Antiguo;IBAGUE;49;;;
96;930;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,25;12.599.961,11;Tasa Fija;Antiguo;URRAO;47;;;
96;36;Femenino;Consumo;Libranza;Mas de 10 años;16,69;101.915.211,50;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;67;;;
96;83;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,03;26.014.426,67;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;67;;;
96;925;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,34;5.042.305,56;Tasa Fija;Antiguo;UBATE;66;;;
96;269;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,25;22.203.710,22;Tasa Fija;Antiguo;RIONEGRO;40;;;
96;875;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,3;37.309.094,92;Tasa Fija;Antiguo;CALI;66;;;
96;268;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,34;7.421.517,54;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;68;;;
96;472;Femenino;Consumo;Libranza;Mas de 10 años;14,76;47.885.759,39;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;58;;;
96;572;Femenino;Consumo;Libranza;Mas de 10 años;16,69;48.497.088,00;Tasa Fija;Nuevo;YUMBO;60;;;
96;531;Femenino;Consumo;Libranza;Mas de 10 años;16,69;95.860.842,50;Tasa Fija;Nuevo;CALI;59;;;
96;612;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,99;15.130.593,75;Tasa Fija;Antiguo;MONTERIA;63;;;
96;66;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,14;25.209.111,11;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;69;;;
96;206;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,3;45.580.603,72;Tasa Fija;Nuevo;BUGA;56;;;
96;874;Femenino;Consumo;Libranza;Entre 31 dias y  1 año;15,99;2.520.729,17;Tasa Fija;Antiguo;VILLAVICENCIO;62;;;
96;36;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;15,12;3.312.982,75;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;69;;;
96;974;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;12,1;216.439.281,67;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;65;;;
96;66;Femenino;Consumo;Libranza;Mas de 10 años;16,69;36.326.214,00;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;50;;;
96;479;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,2;213.877.720,00;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;53;;;
96;488;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,25;15.082.073,33;Tasa Fija;Nuevo;SINCELEJO;51;;;
96;336;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,92;35.289.022,22;Tasa Fija;Antiguo;SAN GIL;65;;;
96;479;Femenino;Consumo;Libranza;Mas de 10 años;16,69;141.329.020,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;62;;;
96;236;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;8.028.642,00;Tasa Fija;Antiguo;IBAGUE;61;;;
96;90;Femenino;Consumo;Libranza;Mas de 10 años;18,43;46.043.332,50;Tasa Fija;Antiguo;BARRANQUILLA;48;;;
96;910;Femenino;Consumo;Libranza;Mas de 10 años;16,69;36.341.748,00;Tasa Fija;Antiguo;TULUA;65;;;
96;344;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,25;25.168.355,56;Tasa Fija;Antiguo;MOSQUERA;42;;;
96;703;Femenino;Consumo;Libranza;Mas de 10 años;14,76;87.602.494,42;Tasa Fija;Antiguo;PEREIRA;69;;;
96;703;Femenino;Consumo;Libranza;Mas de 10 años;14,76;96.834.034,75;Tasa Fija;Antiguo;PEREIRA;69;;;
96;568;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;12,1;60.325.153,33;Tasa Fija;Antiguo;PASTO;70;;;
96;197;Femenino;Consumo;Libranza;Mas de 10 años;17,97;53.273.884,44;Tasa Fija;Antiguo;BUCARAMANGA;57;;;
96;910;Femenino;Consumo;Libranza;Mas de 10 años;16,69;37.335.275,50;Tasa Fija;Antiguo;TULUA;69;;;
96;361;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,9;20.395.893,33;Tasa Fija;Antiguo;NEIVA;43;;;
96;324;Femenino;Consumo;Libranza;Mas de 10 años;16,69;47.405.610,00;Tasa Fija;Antiguo;PAMPLONA;58;;;
96;616;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;21,87;11.134.054,56;Tasa Fija;Nuevo;CALI;47;;;
96;394;Femenino;Consumo;Libranza;Mas de 10 años;16,19;38.350.632,33;Tasa Fija;Antiguo;ENVIGADO;60;;;
96;721;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;32.114.568,00;Tasa Fija;Antiguo;POPAYAN;62;;;
96;467;Femenino;Consumo;Libranza;Mas de 10 años;14,76;61.949.418,08;Tasa Fija;Antiguo;LA DORADA;67;;;
96;938;Femenino;Consumo;Libranza;Mas de 10 años;14,76;67.440.340,15;Tasa Fija;Antiguo;VALLEDUPAR;43;;;
96;721;Femenino;Consumo;Libranza;Mas de 10 años;14,76;40.656.496,04;Tasa Fija;Antiguo;POPAYAN;59;;;
96;197;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,9;2.191.671,90;Tasa Fija;Antiguo;BUCARAMANGA;46;;;
96;604;Femenino;Consumo;Libranza;Mas de 10 años;16,69;132.010.680,25;Tasa Fija;Antiguo;MOMPOS;56;;;
96;227;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,09;50.992.562,50;Tasa Fija;Nuevo;CALI;49;;;
96;94;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;21,62;34.857.289,22;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;37;;;
96;620;Femenino;Consumo;Libranza;Mas de 10 años;18,43;32.878.197,33;Tasa Fija;Antiguo;BARRANQUILLA;40;;;
96;259;Femenino;Consumo;Libranza;Mas de 10 años;17,97;117.710.933,33;Tasa Fija;Antiguo;CARTAGO;39;;;
96;558;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;35.139.231,94;Tasa Fija;Antiguo;MEDELLIN;64;;;
96;394;Femenino;Consumo;Libranza;Mas de 10 años;16,69;123.263.432,00;Tasa Fija;Nuevo;ENVIGADO;53;;;
96;316;Femenino;Consumo;Libranza;Mas de 10 años;16,69;10.099.245,00;Tasa Fija;Antiguo;CURUMANI;39;;;
96;806;Femenino;Consumo;Libranza;Mas de 10 años;17,97;95.450.240,00;Tasa Fija;Nuevo;PASTO;42;;;
96;19;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;18,88;60.087.095,00;Tasa Fija;Nuevo;SANTA FE DE BOGOTA;40;;;
96;232;Femenino;Consumo;Libranza;Mas de 10 años;16,69;40.699.957,35;Tasa Fija;Antiguo;BUCARAMANGA;61;;;
96;942;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;25.099.451,39;Tasa Fija;Antiguo;PEREIRA;63;;;
96;880;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;18,13;81.789.546,67;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;63;;;
96;274;Femenino;Consumo;Libranza;Mas de 10 años;16,69;11.047.465,00;Tasa Fija;Antiguo;CALI;62;;;
96;920;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;17,32;10.084.866,67;Tasa Fija;Antiguo;TURBO;50;;;
96;944;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;18,88;61.393.520,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;39;;;
96;198;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,19;101.300.191,67;Tasa Fija;Antiguo;BUENAVENTURA;48;;;
96;512;Femenino;Consumo;Libranza;Mas de 10 años;17,97;144.388.053,33;Tasa Fija;Antiguo;CHIQUINQUIRA;58;;;
96;138;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;19,08;129.438.471,11;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;38;;;
96;209;Femenino;Consumo;Libranza;Mas de 10 años;16,69;36.326.214,00;Tasa Fija;Antiguo;MADRID;65;;;
96;394;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,12;25.208.861,11;Tasa Fija;Antiguo;ENVIGADO;67;;;
96;568;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;17,06;161.268.400,00;Tasa Fija;Antiguo;PASTO;39;;;
96;416;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,34;9.076.150,00;Tasa Fija;Antiguo;ITAGÜI;63;;;
96;695;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;15,3;12.042.963,00;Tasa Fija;Antiguo;PASTO;69;;;
96;703;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,03;41.170.377,78;Tasa Fija;Antiguo;PEREIRA;57;;;
96;47;Femenino;Consumo;Libranza;Mas de 10 años;12,4;226.541.662,50;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;58;;;
96;568;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;17,41;61.346.500,00;Tasa Fija;Antiguo;PASTO;52;;;
96;910;Femenino;Consumo;Libranza;Mas de 10 años;16,69;35.347.357,50;Tasa Fija;Nuevo;TULUA;62;;;
96;32;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;20,46;17.239.177,25;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;42;;;
96;79;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,19;80.557.294,08;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;790;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;19,06;45.395.392,50;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;53;;;
96;67;Femenino;Consumo;Libranza;Mas de 10 años;16,19;87.693.295,75;Tasa Fija;Antiguo;ARMENIA;66;;;
96;612;Femenino;Consumo;Libranza;Mas de 10 años;17,97;40.406.755,56;Tasa Fija;Antiguo;MONTERIA;56;;;
96;763;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;18,25;30.731.466,67;Tasa Fija;Antiguo;BARRANQUILLA;47;;;
96;612;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,9;95.125.597,78;Tasa Fija;Nuevo;MONTERIA;60;;;
96;458;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;21,91;45.699.125,00;Tasa Fija;Antiguo;SANTA ROSA DE CABAL;42;;;
96;396;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;27,3;30.000.000,00;Tasa Fija;Antiguo;FLORIDABLANCA;70;;;
96;52;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;17,88;16.091.231,07;Tasa Fija;Nuevo;APARTADO;48;;;
96;313;Femenino;Consumo;Libranza;Mas de 5 años y hasta 7 años;16,19;35.278.912,08;Tasa Fija;Antiguo;SABANETA;42;;;
96;362;Femenino;Consumo;Libranza;Mas de 10 años;16,69;21.592.772,50;Tasa Fija;Antiguo;IBAGUE;65;;;
96;858;Femenino;Consumo;Libranza;Mas de 1 año y hasta 3 años;16,34;5.021.152,78;Tasa Fija;Antiguo;CALI;67;;;
96;616;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;16,35;47.469.341,71;Tasa Fija;Nuevo;CALI;73;;;
96;869;Femenino;Consumo;Libranza;Mas de 10 años;16,19;127.988.343,75;Tasa Fija;Antiguo;CALI;40;;;
96;902;Femenino;Consumo;Libranza;Mas de 10 años;16,69;29.287.810,50;Tasa Fija;Antiguo;SOLEDAD;65;;;
96;627;Femenino;Consumo;Libranza;Mas de 10 años;16,69;119.018.340,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;62;;;
96;858;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,92;15.061.933,33;Tasa Fija;Antiguo;CALI;70;;;
96;271;Femenino;Consumo;Libranza;Mas de 7 años y hasta 10 años;20,26;52.909.559,29;Tasa Fija;Antiguo;CAUCASIA;36;;;
96;557;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;15,92;5.018.580,00;Tasa Fija;Antiguo;MEDELLIN;62;;;
96;774;Femenino;Consumo;Libranza;Mas de 3 años y hasta 5 años;16,25;17.414.996,44;Tasa Fija;Antiguo;PIE DE CUESTA;47;;;
96;66;Femenino;Consumo;Libranza;Mas de 10 años;14,76;38.825.765,61;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;54;;;
96;269;Femenino;Consumo;Libranza;Mas de 10 años;14,76;149.024.604,00;Tasa Fija;Antiguo;RIONEGRO;66;;;
