Prod;sucursal actual;Genero;Tipo de credito;Producto de credito;Plazo de credito;Tasa;Montos desembolsados;Tipo de tasa;Clase de deudor;municipio;Edad;MEDIA;MODA ;VARINZA
96;84;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;19.800.000,00;Tasa Fija;Antiguo;BARRANCABERMEJA;36;;;
96;816;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,59;7.200.000,00;Tasa Fija;Antiguo;VILLETA;46;;;
96;134;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,29;3.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;31;;;
96;337;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,49;9.300.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;914;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;23,29;40.500.000,00;Tasa Fija;Antiguo;TUNJA;43;;;
96;816;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,14;37.021.765,99;Tasa Fija;Antiguo;VILLETA;30;;;
96;476;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,64;10.700.000,00;Tasa Fija;Antiguo;BARRANQUILLA;52;;;
96;67;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,64;8.000.000,00;Tasa Fija;Antiguo;ARMENIA;31;;;
96;771;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;7.100.000,00;Tasa Fija;Antiguo;CALI;46;;;
96;73;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;18,87;1.800.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;47;;;
96;292;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,86;4.500.000,00;Tasa Fija;Antiguo;MEDELLIN;52;;;
96;452;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,1;8.600.000,00;Tasa Fija;Antiguo;DOS QUEBRADAS;56;;;
96;83;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,8;2.500.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;84;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,1;52.205.699,43;Tasa Fija;Antiguo;BARRANCABERMEJA;26;;;
96;332;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,71;7.700.000,00;Tasa Fija;Antiguo;BUCARAMANGA;34;;;
96;842;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,5;13.000.000,00;Tasa Fija;Nuevo;SARAVENA;43;;;
96;234;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,46;19.500.000,00;Tasa Fija;Antiguo;CALI;26;;;
96;86;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,25;3.400.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;30;;;
96;435;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;18,87;11.607.843,00;Tasa Fija;Antiguo;IBAGUE;39;;;
96;944;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;28,79;31.100.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;43;;;
96;559;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,87;10.800.000,00;Tasa Fija;Antiguo;MEDELLIN;41;;;
96;357;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,55;43.800.000,00;Tasa Fija;Antiguo;ESPINAL;32;;;
96;724;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;18,87;3.508.267,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;31;;;
96;850;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;28,79;7.500.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;25;;;
96;633;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;18,1;26.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;755;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;32.400.000,00;Tasa Fija;Antiguo;RIONEGRO;47;;;
96;780;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;6.800.000,00;Tasa Fija;Antiguo;SANTA MARTA;51;;;
96;758;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,8;9.342.308,36;Tasa Fija;Antiguo;RIOHACHA;33;;;
96;868;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;33.000.000,00;Tasa Fija;Antiguo;ITAGÜI;40;;;
96;902;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;27.000.000,00;Tasa Fija;Antiguo;SOLEDAD;43;;;
96;958;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;18,52;9.400.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;48;;;
96;697;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;17.100.000,00;Tasa Fija;Antiguo;CUCUTA;37;;;
96;790;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;5.068.380,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;37;;;
96;942;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,82;12.000.000,00;Tasa Fija;Antiguo;PEREIRA;36;;;
96;356;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;18,87;7.100.000,00;Tasa Fija;Antiguo;ZIPAQUIRA;37;;;
96;620;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;8.300.000,00;Tasa Fija;Antiguo;BARRANQUILLA;30;;;
96;355;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,89;8.600.000,00;Tasa Fija;Antiguo;BUCARAMANGA;44;;;
96;332;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,1;13.000.000,00;Tasa Fija;Antiguo;BUCARAMANGA;41;;;
96;206;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,71;2.174.847,53;Tasa Fija;Antiguo;BUGA;32;;;
96;464;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;20.000.000,00;Tasa Fija;Antiguo;BARRANQUILLA;33;;;
96;541;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;33.158.549,23;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;558;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;21,32;4.756.897,00;Tasa Fija;Antiguo;MEDELLIN;68;;;
96;400;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,71;5.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;41;;;
96;400;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,29;15.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;64;;;
96;474;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,64;26.000.000,00;Tasa Fija;Antiguo;BUCARAMANGA;45;;;
96;790;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;20,82;13.371.169,98;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;946;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,01;23.700.000,00;Tasa Fija;Antiguo;MONTERIA;43;;;
96;834;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,39;30.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;41;;;
96;650;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;20,49;70.000.000,00;Tasa Fija;Antiguo;NEIVA;39;;;
96;479;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,19;4.100.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;54;;;
96;766;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;18,52;11.990.063,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;40;;;
96;270;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,25;11.000.000,00;Tasa Fija;Antiguo;BARRANQUILLA;39;;;
96;867;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,25;1.300.000,00;Tasa Fija;Antiguo;POPAYAN;37;;;
96;943;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,79;13.000.000,00;Tasa Fija;Antiguo;MEDELLIN;42;;;
96;946;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;15.000.000,00;Tasa Fija;Antiguo;MONTERIA;31;;;
96;780;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;21.300.000,00;Tasa Fija;Antiguo;SANTA MARTA;39;;;
96;34;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;42.472.522,26;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;760;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,79;15.000.000,00;Tasa Fija;Antiguo;SAHAGUN;28;;;
96;986;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,79;1.570.396,01;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;29;;;
96;64;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;27,89;19.000.000,00;Tasa Fija;Antiguo;ARAUCA;36;;;
96;930;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,79;10.000.000,00;Tasa Fija;Antiguo;URRAO;31;;;
96;144;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,1;50.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;23;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;6.100.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;598;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,39;30.000.000,00;Tasa Fija;Antiguo;MOCOA;32;;;
96;19;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;23,89;30.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;899;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,89;23.300.000,00;Tasa Fija;Antiguo;MEDELLIN;33;;;
96;479;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;11.600.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;19;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,19;80.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;38;;;
96;633;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,4;27.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;333;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;2.000.000,00;Tasa Fija;Antiguo;BUCARAMANGA;36;;;
96;690;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;9.000.000,00;Tasa Fija;Antiguo;PALMIRA;46;;;
96;697;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,25;8.200.000,00;Tasa Fija;Antiguo;CUCUTA;36;;;
96;332;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;27,99;16.600.000,00;Tasa Fija;Antiguo;BUCARAMANGA;48;;;
96;418;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,1;50.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;483;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,64;13.200.000,00;Tasa Fija;Antiguo;NEIVA;23;;;
96;79;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,82;8.099.165,32;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;257;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,14;6.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;863;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,71;32.600.000,00;Tasa Fija;Antiguo;BARRANCABERMEJA;37;;;
96;901;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,79;3.518.817,90;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;26;;;
96;714;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;22.966.773,05;Tasa Fija;Antiguo;PITALITO;33;;;
96;821;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;17,25;10.000.000,00;Tasa Fija;Antiguo;COTA;29;;;
96;42;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;15.545.319,59;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;33;;;
96;364;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;21.600.000,00;Tasa Fija;Antiguo;FLORENCIA;34;;;
96;821;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,53;5.000.000,00;Tasa Fija;Antiguo;COTA;35;;;
96;370;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;2.400.000,00;Tasa Fija;Antiguo;MEDELLIN;44;;;
96;774;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;7.129.668,99;Tasa Fija;Antiguo;PIE DE CUESTA;28;;;
96;42;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;25,19;53.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;42;;;
96;436;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;20,71;66.666.838,85;Tasa Fija;Antiguo;MEDELLIN;40;;;
96;180;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;17,25;20.846.107,37;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;33;;;
96;901;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,7;29.300.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;24;;;
96;382;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;23,46;13.000.000,00;Tasa Fija;Antiguo;FACATATIVA;35;;;
96;306;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,49;21.600.000,00;Tasa Fija;Antiguo;CUCUTA;28;;;
96;640;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,95;14.585.074,67;Tasa Fija;Antiguo;MANIZALES;38;;;
96;958;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,71;20.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;813;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,7;5.000.000,00;Tasa Fija;Antiguo;CALI;42;;;
96;766;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;27,8;10.544.660,57;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;30;;;
96;19;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;21,8;3.093.705,12;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;35;;;
96;819;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,14;12.048.430,66;Tasa Fija;Antiguo;TOCANCIPA;28;;;
96;236;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,95;6.673.415,93;Tasa Fija;Antiguo;IBAGUE;32;;;
96;178;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;21,96;22.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;29;;;
96;267;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,6;5.514.646,00;Tasa Fija;Antiguo;CALI;39;;;
96;324;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,69;30.000.000,00;Tasa Fija;Antiguo;PAMPLONA;39;;;
96;992;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,55;10.531.704,00;Tasa Fija;Antiguo;BARRANQUILLA;40;;;
96;411;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,99;22.700.000,00;Tasa Fija;Antiguo;MEDELLIN;52;;;
96;633;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,79;6.900.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;30;;;
96;197;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,99;39.000.000,00;Tasa Fija;Antiguo;BUCARAMANGA;44;;;
96;724;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,1;15.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;33;;;
96;135;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;21,32;2.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;24;;;
96;235;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,67;8.000.000,00;Tasa Fija;Antiguo;CALI;32;;;
96;721;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,8;5.000.000,00;Tasa Fija;Antiguo;POPAYAN;39;;;
96;435;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,05;6.747.536,56;Tasa Fija;Antiguo;IBAGUE;28;;;
96;347;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;5.800.000,00;Tasa Fija;Antiguo;CALI;51;;;
96;642;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,19;12.000.000,00;Tasa Fija;Antiguo;ARMENIA;50;;;
96;333;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;6.600.000,00;Tasa Fija;Antiguo;BUCARAMANGA;42;;;
96;361;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,87;4.000.000,00;Tasa Fija;Antiguo;NEIVA;36;;;
96;452;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,64;40.000.000,00;Tasa Fija;Antiguo;DOS QUEBRADAS;28;;;
96;875;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;20,82;14.222.776,23;Tasa Fija;Antiguo;CALI;24;;;
96;141;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,82;30.100.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;521;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,79;1.000.000,00;Tasa Fija;Antiguo;LORICA;37;;;
96;938;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,67;6.290.283,13;Tasa Fija;Antiguo;VALLEDUPAR;32;;;
96;897;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;2.048.550,98;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;23;;;
96;958;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;17,59;22.300.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;32;;;
96;640;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,8;3.946.094,87;Tasa Fija;Antiguo;MANIZALES;27;;;
96;703;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;24,7;3.500.000,00;Tasa Fija;Antiguo;PEREIRA;31;;;
96;91;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,2;12.000.000,00;Tasa Fija;Antiguo;BARRANQUILLA;33;;;
96;661;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,82;3.300.000,00;Tasa Fija;Antiguo;CAJICA;38;;;
96;958;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;21,8;5.756.683,07;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;35;;;
96;726;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,67;20.000.000,00;Tasa Fija;Antiguo;PUERTO ASIS;32;;;
96;488;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,55;1.050.000,00;Tasa Fija;Antiguo;SINCELEJO;36;;;
96;972;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,47;14.987.514,90;Tasa Fija;Antiguo;BARRANQUILLA;36;;;
96;435;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;8.248.195,23;Tasa Fija;Antiguo;IBAGUE;41;;;
96;347;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;21.488.736,00;Tasa Fija;Antiguo;CALI;42;;;
96;257;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,2;40.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;43;;;
96;349;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,79;3.500.000,00;Tasa Fija;Antiguo;TUNJA;35;;;
96;716;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;27,49;31.000.000,00;Tasa Fija;Antiguo;PLANETA RICA;45;;;
96;175;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;21,1;15.600.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;758;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;26,64;9.800.000,00;Tasa Fija;Antiguo;RIOHACHA;40;;;
96;361;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;28,83;7.700.000,00;Tasa Fija;Antiguo;NEIVA;30;;;
96;144;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,14;14.191.524,76;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;40;;;
96;364;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,79;21.100.000,00;Tasa Fija;Antiguo;FLORENCIA;26;;;
96;423;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,83;2.833.885,03;Tasa Fija;Antiguo;CARTAGENA;27;;;
96;67;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,39;30.300.000,00;Tasa Fija;Antiguo;ARMENIA;53;;;
96;956;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;27,79;36.400.000,00;Tasa Fija;Antiguo;CALI;29;;;
96;144;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,19;30.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;36;;;
96;694;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;16.200.000,00;Tasa Fija;Antiguo;CARTAGENA;47;;;
96;356;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;28,83;8.855.457,21;Tasa Fija;Antiguo;ZIPAQUIRA;30;;;
96;612;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,25;11.000.000,00;Tasa Fija;Antiguo;MONTERIA;32;;;
96;324;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;24,95;13.266.657,00;Tasa Fija;Antiguo;PAMPLONA;31;;;
96;274;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,8;5.000.000,00;Tasa Fija;Antiguo;CALI;47;;;
96;32;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;21,29;3.800.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;51;;;
96;21;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,49;7.700.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;36;;;
96;91;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;7.800.000,00;Tasa Fija;Antiguo;BARRANQUILLA;32;;;
96;774;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;25,79;29.200.000,00;Tasa Fija;Antiguo;PIE DE CUESTA;37;;;
96;296;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;26,9;17.800.000,00;Tasa Fija;Antiguo;ACACIAS;35;;;
96;130;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,79;5.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;51;;;
96;901;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;23,29;25.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;41;;;
96;986;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;17,59;12.400.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;30;;;
96;179;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;20,82;2.150.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;541;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;26,55;6.874.136,60;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;28;;;
96;627;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,46;9.870.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;34;;;
96;627;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;17,59;44.100.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;54;;;
96;67;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;22,67;17.978.865,80;Tasa Fija;Antiguo;ARMENIA;30;;;
96;356;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;28,83;7.500.000,00;Tasa Fija;Antiguo;ZIPAQUIRA;33;;;
96;866;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,09;4.000.000,00;Tasa Fija;Antiguo;MONTERIA;55;;;
96;930;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;20,4;100.000.000,00;Tasa Fija;Antiguo;URRAO;55;;;
96;179;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;20,53;8.909.943,41;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;33;;;
96;820;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;27,94;3.800.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;54;;;
96;378;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,69;6.200.000,00;Tasa Fija;Antiguo;FUSAGASUGA;43;;;
96;820;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;22,25;11.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;30;;;
96;572;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,79;3.000.000,00;Tasa Fija;Antiguo;YUMBO;30;;;
96;616;Femenino;Consumo;Libre Inversion;Mas de 3 años y hasta 5 años;22,87;8.100.000,00;Tasa Fija;Antiguo;CALI;28;;;
96;446;Femenino;Consumo;Libre Inversion;Mas de 1 año y hasta 3 años;24,79;18.000.000,00;Tasa Fija;Antiguo;SANTA FE DE BOGOTA;43;;;
96;973;Femenino;Consumo;Libre Inversion;Mas de 5 años y hasta 7 años;28,8;8.600.000,00;Tasa Fija;Antiguo;VALLEDUPAR;41;;;
